t,x,u
0,2.50125,1.29873
0,2.50625,1.29673
0,2.51126,1.29471
0,2.51626,1.29268
0,2.52126,1.29065
0,2.52626,1.28861
0,2.53127,1.28657
0,2.53627,1.28451
0,2.54127,1.28245
0,2.54627,1.28039
0,2.55128,1.27831
0,2.55628,1.27623
0,2.56128,1.27414
0,2.56628,1.27205
0,2.57129,1.26995
0,2.57629,1.26784
0,2.58129,1.26572
0,2.58629,1.2636
0,2.5913,1.26147
0,2.5963,1.25933
0,2.6013,1.25719
0,2.6063,1.25505
0,2.61131,1.25289
0,2.61631,1.25073
0,2.62131,1.24856
0,2.62631,1.24639
0,2.63132,1.24421
0,2.63632,1.24202
0,2.64132,1.23983
0,2.64632,1.23763
0,2.65133,1.23543
0,2.65633,1.23322
0,2.66133,1.23101
0,2.66633,1.22878
0,2.67134,1.22656
0,2.67634,1.22433
0,2.68134,1.22209
0,2.68634,1.21984
0,2.69135,1.21759
0,2.69635,1.21534
0,2.70135,1.21308
0,2.70635,1.21081
0,2.71136,1.20854
0,2.71636,1.20627
0,2.72136,1.20399
0,2.72636,1.2017
0,2.73137,1.19941
0,2.73637,1.19711
0,2.74137,1.19481
0,2.74637,1.19251
0,2.75138,1.19019
0,2.75638,1.18788
0,2.76138,1.18556
0,2.76638,1.18323
0,2.77139,1.1809
0,2.77639,1.17857
0,2.78139,1.17623
0,2.78639,1.17389
0,2.7914,1.17154
0,2.7964,1.16919
0,2.8014,1.16683
0,2.8064,1.16447
0,2.81141,1.16211
0,2.81641,1.15974
0,2.82141,1.15737
0,2.82641,1.15499
0,2.83142,1.15261
0,2.83642,1.15023
0,2.84142,1.14784
0,2.84642,1.14545
0,2.85143,1.14306
0,2.85643,1.14066
0,2.86143,1.13826
0,2.86643,1.13585
0,2.87144,1.13344
0,2.87644,1.13103
0,2.88144,1.12861
0,2.88644,1.1262
0,2.89145,1.12377
0,2.89645,1.12135
0,2.90145,1.11892
0,2.90645,1.11649
0,2.91146,1.11406
0,2.91646,1.11162
0,2.92146,1.10918
0,2.92646,1.10674
0,2.93147,1.10429
0,2.93647,1.10184
0,2.94147,1.09939
0,2.94647,1.09694
0,2.95148,1.09449
0,2.95648,1.09203
0,2.96148,1.08957
0,2.96648,1.08711
0,2.97149,1.08464
0,2.97649,1.08218
0,2.98149,1.07971
0,2.98649,1.07724
0,2.9915,1.07477
0,2.9965,1.07229
0,3.0015,1.06982
0,3.0065,1.06734
0,3.01151,1.06486
0,3.01651,1.06238
0,3.02151,1.0599
0,3.02651,1.05741
0,3.03152,1.05493
0,3.03652,1.05244
0,3.04152,1.04995
0,3.04652,1.04746
0,3.05153,1.04497
0,3.05653,1.04248
0,3.06153,1.03999
0,3.06653,1.03749
0,3.07154,1.035
0,3.07654,1.0325
0,3.08154,1.03001
0,3.08654,1.02751
0,3.09155,1.02501
0,3.09655,1.02251
0,3.10155,1.02002
0,3.10655,1.01752
0,3.11156,1.01502
0,3.11656,1.01252
0,3.12156,1.01002
0,3.12656,1.00751
0,3.13157,1.00501
0,3.13657,1.00251
0,3.14157,1.00001
0,3.14657,0.99751
0,3.15158,0.995009
0,3.15658,0.992507
0,3.16158,0.990007
0,3.16658,0.987506
0,3.17159,0.985006
0,3.17659,0.982506
0,3.18159,0.980006
0,3.18659,0.977507
0,3.1916,0.975009
0,3.1966,0.972511
0,3.2016,0.970014
0,3.2066,0.967518
0,3.21161,0.965022
0,3.21661,0.962527
0,3.22161,0.960034
0,3.22661,0.957541
0,3.23162,0.955049
0,3.23662,0.952559
0,3.24162,0.950069
0,3.24662,0.947581
0,3.25163,0.945094
0,3.25663,0.942609
0,3.26163,0.940125
0,3.26663,0.937642
0,3.27164,0.935162
0,3.27664,0.932682
0,3.28164,0.930205
0,3.28664,0.927729
0,3.29165,0.925255
0,3.29665,0.922782
0,3.30165,0.920312
0,3.30665,0.917844
0,3.31166,0.915378
0,3.31666,0.912914
0,3.32166,0.910452
0,3.32666,0.907992
0,3.33167,0.905535
0,3.33667,0.90308
0,3.34167,0.900627
0,3.34667,0.898177
0,3.35168,0.895729
0,3.35668,0.893284
0,3.36168,0.890842
0,3.36668,0.888403
0,3.37169,0.885966
0,3.37669,0.883532
0,3.38169,0.881101
0,3.38669,0.878673
0,3.3917,0.876248
0,3.3967,0.873826
0,3.4017,0.871407
0,3.4067,0.868992
0,3.41171,0.86658
0,3.41671,0.864171
0,3.42171,0.861765
0,3.42671,0.859363
0,3.43172,0.856965
0,3.43672,0.85457
0,3.44172,0.852179
0,3.44672,0.849791
0,3.45173,0.847407
0,3.45673,0.845027
0,3.46173,0.842651
0,3.46673,0.840279
0,3.47174,0.837911
0,3.47674,0.835547
0,3.48174,0.833187
0,3.48674,0.830831
0,3.49175,0.828479
0,3.49675,0.826132
0,3.50175,0.823789
0,3.50675,0.82145
0,3.51176,0.819116
0,3.51676,0.816787
0,3.52176,0.814462
0,3.52676,0.812141
0,3.53177,0.809826
0,3.53677,0.807515
0,3.54177,0.805209
0,3.54677,0.802908
0,3.55178,0.800611
0,3.55678,0.79832
0,3.56178,0.796034
0,3.56678,0.793753
0,3.57179,0.791477
0,3.57679,0.789206
0,3.58179,0.786941
0,3.58679,0.78468
0,3.5918,0.782426
0,3.5968,0.780176
0,3.6018,0.777933
0,3.6068,0.775694
0,3.61181,0.773462
0,3.61681,0.771235
0,3.62181,0.769014
0,3.62681,0.766798
0,3.63182,0.764589
0,3.63682,0.762385
0,3.64182,0.760187
0,3.64682,0.757995
0,3.65183,0.75581
0,3.65683,0.75363
0,3.66183,0.751457
0,3.66683,0.749289
0,3.67184,0.747128
0,3.67684,0.744974
0,3.68184,0.742826
0,3.68684,0.740684
0,3.69185,0.738548
0,3.69685,0.73642
0,3.70185,0.734297
0,3.70685,0.732182
0,3.71186,0.730073
0,3.71686,0.727971
0,3.72186,0.725876
0,3.72686,0.723787
0,3.73187,0.721706
0,3.73687,0.719631
0,3.74187,0.717564
0,3.74687,0.715504
0,3.75188,0.71345
0,3.75688,0.711404
0,3.76188,0.709365
0,3.76688,0.707333
0,3.77189,0.705309
0,3.77689,0.703292
0,3.78189,0.701283
0,3.78689,0.699281
0,3.7919,0.697286
0,3.7969,0.695299
0,3.8019,0.69332
0,3.8069,0.691348
0,3.81191,0.689384
0,3.81691,0.687428
0,3.82191,0.68548
0,3.82691,0.683539
0,3.83192,0.681607
0,3.83692,0.679682
0,3.84192,0.677766
0,3.84692,0.675857
0,3.85193,0.673957
0,3.85693,0.672065
0,3.86193,0.670181
0,3.86693,0.668305
0,3.87194,0.666437
0,3.87694,0.664578
0,3.88194,0.662727
0,3.88694,0.660885
0,3.89195,0.659051
0,3.89695,0.657226
0,3.90195,0.655409
0,3.90695,0.653601
0,3.91196,0.651802
0,3.91696,0.650011
0,3.92196,0.648229
0,3.92696,0.646456
0,3.93197,0.644692
0,3.93697,0.642937
0,3.94197,0.64119
0,3.94697,0.639453
0,3.95198,0.637724
0,3.95698,0.636005
0,3.96198,0.634295
0,3.96698,0.632594
0,3.97199,0.630902
0,3.97699,0.629219
0,3.98199,0.627546
0,3.98699,0.625881
0,3.992,0.624227
0,3.997,0.622581
0,4.002,0.620946
0,4.007,0.619319
0,4.01201,0.617702
0,4.01701,0.616095
0,4.02201,0.614497
0,4.02701,0.612909
0,4.03202,0.611331
0,4.03702,0.609762
0,4.04202,0.608203
0,4.04702,0.606654
0,4.05203,0.605115
0,4.05703,0.603586
0,4.06203,0.602066
0,4.06703,0.600557
0,4.07204,0.599058
0,4.07704,0.597568
0,4.08204,0.596089
0,4.08704,0.59462
0,4.09205,0.59316
0,4.09705,0.591712
0,4.10205,0.590273
0,4.10705,0.588844
0,4.11206,0.587426
0,4.11706,0.586018
0,4.12206,0.584621
0,4.12706,0.583234
0,4.13207,0.581857
0,4.13707,0.580491
0,4.14207,0.579135
0,4.14707,0.57779
0,4.15208,0.576456
0,4.15708,0.575132
0,4.16208,0.573818
0,4.16708,0.572516
0,4.17209,0.571224
0,4.17709,0.569942
0,4.18209,0.568672
0,4.18709,0.567412
0,4.1921,0.566163
0,4.1971,0.564925
0,4.2021,0.563698
0,4.2071,0.562482
0,4.21211,0.561277
0,4.21711,0.560082
0,4.22211,0.558899
0,4.22711,0.557727
0,4.23212,0.556566
0,4.23712,0.555415
0,4.24212,0.554277
0,4.24712,0.553149
0,4.25213,0.552032
0,4.25713,0.550927
0,4.26213,0.549833
0,4.26713,0.54875
0,4.27214,0.547678
0,4.27714,0.546618
0,4.28214,0.545569
0,4.28714,0.544531
0,4.29215,0.543505
0,4.29715,0.54249
0,4.30215,0.541487
0,4.30715,0.540495
0,4.31216,0.539515
0,4.31716,0.538546
0,4.32216,0.537589
0,4.32716,0.536643
0,4.33217,0.535709
0,4.33717,0.534787
0,4.34217,0.533876
0,4.34717,0.532977
0,4.35218,0.532089
0,4.35718,0.531213
0,4.36218,0.530349
0,4.36718,0.529497
0,4.37219,0.528657
0,4.37719,0.527828
0,4.38219,0.527011
0,4.38719,0.526206
0,4.3922,0.525413
0,4.3972,0.524631
0,4.4022,0.523862
0,4.4072,0.523104
0,4.41221,0.522359
0,4.41721,0.521625
0,4.42221,0.520904
0,4.42721,0.520194
0,4.43222,0.519496
0,4.43722,0.518811
0,4.44222,0.518137
0,4.44722,0.517475
0,4.45223,0.516826
0,4.45723,0.516189
0,4.46223,0.515563
0,4.46723,0.51495
0,4.47224,0.514349
0,4.47724,0.51376
0,4.48224,0.513184
0,4.48724,0.512619
0,4.49225,0.512067
0,4.49725,0.511527
0,4.50225,0.510999
0,4.50725,0.510483
0,4.51226,0.50998
0,4.51726,0.509489
0,4.52226,0.50901
0,4.52726,0.508543
0,4.53227,0.508089
0,4.53727,0.507647
0,4.54227,0.507218
0,4.54727,0.5068
0,4.55228,0.506395
0,4.55728,0.506003
0,4.56228,0.505623
0,4.56728,0.505255
0,4.57229,0.504899
0,4.57729,0.504556
0,4.58229,0.504225
0,4.58729,0.503907
0,4.5923,0.503601
0,4.5973,0.503308
0,4.6023,0.503027
0,4.6073,0.502758
0,4.61231,0.502502
0,4.61731,0.502258
0,4.62231,0.502027
0,4.62731,0.501808
0,4.63232,0.501602
0,4.63732,0.501408
0,4.64232,0.501227
0,4.64732,0.501058
0,4.65233,0.500902
0,4.65733,0.500758
0,4.66233,0.500626
0,4.66733,0.500507
0,4.67234,0.500401
0,4.67734,0.500307
0,4.68234,0.500226
0,4.68734,0.500157
0,4.69235,0.5001
0,4.69735,0.500057
0,4.70235,0.500025
0,4.70735,0.500006
0,4.71236,0.5
0,4.71736,0.500006
0,4.72236,0.500025
0,4.72736,0.500056
0,4.73237,0.5001
0,4.73737,0.500156
0,4.74237,0.500225
0,4.74737,0.500306
0,4.75238,0.5004
0,4.75738,0.500506
0,4.76238,0.500625
0,4.76738,0.500756
0,4.77239,0.5009
0,4.77739,0.501056
