t,x,u
0.5,6.965,1.07109
0.5,6.98598,1.07929
0.5,7.00696,1.08747
0.5,7.02794,1.09563
0.5,7.04892,1.10377
0.5,7.06989,1.11189
0.5,7.09087,1.11998
0.5,7.11185,1.12805
0.5,7.13283,1.13608
0.5,7.15381,1.14408
0.5,7.17479,1.15205
0.5,7.19577,1.15998
0.5,7.21675,1.16788
0.5,7.23773,1.17574
0.5,7.2587,1.18355
0.5,7.27968,1.19132
0.5,7.30066,1.19905
0.5,7.32164,1.20672
0.5,7.34262,1.21435
0.5,7.3636,1.22193
0.5,7.38458,1.22945
0.5,7.40556,1.23692
0.5,7.42654,1.24432
0.5,7.44752,1.25167
0.5,7.46849,1.25896
0.5,7.48947,1.26618
0.5,7.51045,1.27333
0.5,7.53143,1.28041
0.5,7.55241,1.28743
0.5,7.57339,1.29437
0.5,7.59437,1.30123
0.5,7.61535,1.30801
0.5,7.63633,1.31472
0.5,7.6573,1.32134
0.5,7.67828,1.32788
0.5,7.69926,1.33432
0.5,7.72024,1.34068
0.5,7.74122,1.34695
0.5,7.7622,1.35312
0.5,7.78318,1.35919
0.5,7.80416,1.36517
0.5,7.82514,1.37104
0.5,7.84611,1.37681
0.5,7.86709,1.38246
0.5,7.88807,1.38801
0.5,7.90905,1.39345
0.5,7.93003,1.39877
0.5,7.95101,1.40397
0.5,7.97199,1.40905
0.5,7.99297,1.41401
0.5,8.01395,1.41884
0.5,8.03492,1.42354
0.5,8.0559,1.4281
0.5,8.07688,1.43254
0.5,8.09786,1.43683
0.5,8.11884,1.44099
0.5,8.13982,1.445
0.5,8.1608,1.44886
0.5,8.18178,1.45257
0.5,8.20276,1.45613
0.5,8.22374,1.45953
0.5,8.24471,1.46278
0.5,8.26569,1.46586
0.5,8.28667,1.46878
0.5,8.30765,1.47152
0.5,8.32863,1.4741
0.5,8.34961,1.4765
0.5,8.37059,1.47872
0.5,8.39157,1.48076
0.5,8.41255,1.48261
0.5,8.43352,1.48428
0.5,8.4545,1.48576
0.5,8.47548,1.48703
0.5,8.49646,1.48812
0.5,8.51744,1.48899
0.5,8.53842,1.48967
0.5,8.5594,1.49013
0.5,8.58038,1.49039
0.5,8.60136,1.49043
0.5,8.62233,1.49025
0.5,8.64331,1.48984
0.5,8.66429,1.48922
0.5,8.68527,1.48836
0.5,8.70625,1.48728
0.5,8.72723,1.48595
0.5,8.74821,1.48439
0.5,8.76919,1.48259
0.5,8.79017,1.48055
0.5,8.81114,1.47825
0.5,8.83212,1.47571
0.5,8.8531,1.47292
0.5,8.87408,1.46987
0.5,8.89506,1.46656
0.5,8.91604,1.46299
0.5,8.93702,1.45916
0.5,8.958,1.45506
0.5,8.97898,1.45069
0.5,8.99995,1.44606
0.5,9.02093,1.44115
0.5,9.04191,1.43598
0.5,9.06289,1.43053
0.5,9.08387,1.4248
0.5,9.10485,1.4188
0.5,9.12583,1.41252
0.5,9.14681,1.40597
0.5,9.16779,1.39914
0.5,9.18877,1.39203
0.5,9.20974,1.38464
0.5,9.23072,1.37699
0.5,9.2517,1.36905
0.5,9.27268,1.36085
0.5,9.29366,1.35237
0.5,9.31464,1.34363
0.5,9.33562,1.33462
0.5,9.3566,1.32535
0.5,9.37758,1.31582
0.5,9.39855,1.30604
0.5,9.41953,1.29601
0.5,9.44051,1.28573
0.5,9.46149,1.27522
0.5,9.48247,1.26447
0.5,9.50345,1.25349
0.5,9.52443,1.2423
0.5,9.54541,1.23089
0.5,9.56639,1.21928
0.5,9.58736,1.20747
0.5,9.60834,1.19547
0.5,9.62932,1.1833
0.5,9.6503,1.17096
0.5,9.67128,1.15846
0.5,9.69226,1.14581
0.5,9.71324,1.13303
0.5,9.73422,1.12012
0.5,9.7552,1.1071
0.5,9.77617,1.09397
0.5,9.79715,1.08076
0.5,9.81813,1.06747
0.5,9.83911,1.05412
0.5,9.86009,1.04071
0.5,9.88107,1.02727
0.5,9.90205,1.0138
0.5,9.92303,1.00033
0.5,9.94401,0.98685
0.5,9.96499,0.973388
0.5,9.98596,0.959955
0.5,10.0069,0.946564
0.5,10.0279,0.933226
0.5,10.0489,0.919956
0.5,10.0699,0.906766
0.5,10.0909,0.893667
0.5,10.1118,0.880673
0.5,10.1328,0.867795
0.5,10.1538,0.855045
0.5,10.1748,0.842433
