t,x,u
0,2.24645,1.39015
0,2.24845,1.38952
0,2.25045,1.3889
0,2.25245,1.38827
0,2.25445,1.38763
0,2.25645,1.387
0,2.25845,1.38637
0,2.26045,1.38573
0,2.26245,1.3851
0,2.26445,1.38446
0,2.26645,1.38382
0,2.26845,1.38317
0,2.27045,1.38253
0,2.27245,1.38189
0,2.27445,1.38124
0,2.27646,1.38059
0,2.27846,1.37994
0,2.28046,1.37929
0,2.28246,1.37864
0,2.28446,1.37799
0,2.28646,1.37733
0,2.28846,1.37667
0,2.29046,1.37601
0,2.29246,1.37535
0,2.29446,1.37469
0,2.29646,1.37403
0,2.29846,1.37337
0,2.30046,1.3727
0,2.30246,1.37203
0,2.30446,1.37136
0,2.30646,1.37069
0,2.30846,1.37002
0,2.31046,1.36935
0,2.31246,1.36867
0,2.31446,1.368
0,2.31646,1.36732
0,2.31846,1.36664
0,2.32046,1.36596
0,2.32246,1.36528
0,2.32446,1.36459
0,2.32647,1.36391
0,2.32847,1.36322
0,2.33047,1.36253
